1598992517029713834,-4067.59276782,622.176477479,-0.879134903732,-0.004702373865,-0.0114548504547,0.929475330539,0.368676394688,12.0318851471,-10.9345502853,0.0289191789925,0.0227669417984,-0.0120445715115,0.0189707866762
1598992517029731656,-4067.47232215,622.067102861,-0.878743159796,-0.00473338524652,-0.0114194624146,0.92944091164,0.368763857653,12.0328931808,-10.9502840042,0.0273413714021,0.0146741715703,0.00398056784447,0.0195351770902
1598992517029757706,-4067.35187575,621.957644773,-0.878337147517,-0.00468475546129,-0.0114312255734,0.929414419433,0.36883087872,12.0324678421,-10.9494390488,0.032076139003,-0.00996215430898,0.00425655689785,0.0160591859459
1598992517029774050,-4067.23154955,621.848178391,-0.877892737502,-0.0046168522301,-0.0114144234496,0.929377418114,0.368925480703,12.0377044678,-10.9530668259,0.0380279906094,-0.0116450744614,0.00544623620973,0.0219824619262
1598992517029823456,-4067.11119967,621.738621224,-0.877405827962,-0.00456333397781,-0.0114133664988,0.92934437001,0.369009421259,12.035695076,-10.9642333984,0.0401712656021,-0.011848261169,0.0118814175246,0.0176600807368
1598992517073321399,-4066.990882,621.629028708,-0.876917463373,-0.00462725861449,-0.0114693392614,0.929315219148,0.369080297759,12.0358438492,-10.9616994858,0.0392222069204,0.000690911176684,-0.0147313140608,0.0157676894408
1598992517073333598,-4066.87051143,621.519447618,-0.876416770437,-0.00477422914835,-0.0115001188736,0.929283128521,0.369158260165,12.0409393311,-10.9625310898,0.0435649380088,0.0244212433721,-0.0205213081912,0.0177448732892
1598992517073340875,-4066.75014216,621.409831691,-0.875844081593,-0.00495334180624,-0.0115039666121,0.929246517002,0.369247929982,12.038312912,-10.9687833786,0.0524641610682,0.0316096228193,-0.0131241483578,0.0169876596093
1598992517073389174,-4066.62977313,621.300136762,-0.875208440086,-0.00511050329822,-0.0115278692293,0.929215585159,0.369322876741,12.0397472382,-10.976017952,0.0550232343376,0.0326068185223,-0.0150753695065,0.0147928466058
1598992517075989404,-4066.50941485,621.190396137,-0.874579684564,-0.0051646687694,-0.011550020444,0.929182794526,0.36940392199,12.0358934402,-10.979631424,0.051952060312,0.0101456762767,-0.0112009975511,0.0192916206056
1598992517086444914,-4066.38909496,621.080610176,-0.873976093809,-0.0051754056668,-0.0115921728312,0.929149835917,0.369485343581,12.0344467163,-10.9843788147,0.0512289479375,0.000293306589968,-0.00896341272415,0.01743842147
1598992517129375040,-4066.26872617,620.970818785,-0.873349237069,-0.0051153865475,-0.0116202575377,0.929112747643,0.369578549977,12.0441379547,-10.9799346924,0.0560918115079,-0.0097382646448,-0.000801439188873,0.0199576126958
1598992517129380210,-4066.14828494,620.861077609,-0.872656596956,-0.00502775200631,-0.0116382430039,0.929076300603,0.3696708004,12.0489425659,-10.9767303467,0.0639795288444,-0.0191754318806,0.00330675349879,0.018295623325
